date,commodity,market,min_price,max_price,modal_price,arrivals
2026-04-21,Tomato,Kolar,1674.68,2131.4,1903.04,2384.5
2026-04-22,Tomato,Kolar,1739.04,2213.32,1976.18,3232.2
2026-04-23,Tomato,Kolar,1671.17,2126.95,1899.06,3374.9
2026-04-24,Tomato,Kolar,1497.74,1906.22,1701.98,456.0
2026-04-25,Tomato,Kolar,1523.13,1938.53,1730.83,2477.0
2026-04-26,Tomato,Kolar,1557.5,1982.28,1769.89,2814.0
2026-04-27,Tomato,Kolar,1618.65,2060.11,1839.38,1382.2
2026-04-28,Tomato,Kolar,1654.94,2106.28,1880.61,518.3
2026-04-29,Tomato,Kolar,1792.75,2281.69,2037.22,1605.0
2026-04-30,Tomato,Kolar,1974.17,2512.57,2243.37,815.9
2026-05-01,Tomato,Kolar,1929.49,2455.71,2192.6,2193.0
2026-05-02,Tomato,Kolar,2025.05,2577.33,2301.19,2055.1
2026-05-03,Tomato,Kolar,1969.09,2506.11,2237.6,1912.2
2026-05-04,Tomato,Kolar,2003.57,2549.99,2276.78,2139.0
2026-05-05,Tomato,Kolar,1905.9,2425.68,2165.79,2003.3
2026-05-06,Tomato,Kolar,1776.17,2260.59,2018.38,1882.7
2026-05-07,Tomato,Kolar,1831.83,2331.43,2081.63,2681.1
2026-05-08,Tomato,Kolar,1846.64,2350.26,2098.45,3379.4
2026-05-09,Tomato,Kolar,1878.62,2390.96,2134.79,2003.6
2026-05-10,Tomato,Kolar,1962.13,2497.25,2229.69,2939.7
2026-05-11,Tomato,Kolar,2165.4,2755.96,2460.68,3023.0
2026-05-12,Tomato,Kolar,2120.62,2698.98,2409.8,3067.8
2026-05-13,Tomato,Kolar,2167.39,2758.49,2462.94,1460.6
2026-05-14,Tomato,Kolar,2018.91,2569.53,2294.22,2154.6
2026-05-15,Tomato,Kolar,1886.19,2400.61,2143.4,2176.5
2026-05-16,Tomato,Kolar,1961.34,2496.24,2228.79,3490.8
2026-05-17,Tomato,Kolar,2024.27,2576.35,2300.31,3297.6
2026-05-18,Tomato,Kolar,2102.4,2675.78,2389.09,580.4
2026-05-19,Tomato,Kolar,2184.89,2780.77,2482.83,2367.8
2026-05-20,Tomato,Kolar,2319.26,2951.78,2635.52,1162.4
2026-05-21,Tomato,Kolar,2300.74,2928.22,2614.48,709.4
2026-05-22,Tomato,Kolar,2223.85,2830.35,2527.1,500.1
2026-05-23,Tomato,Kolar,2041.93,2598.81,2320.37,3345.5
2026-05-24,Tomato,Kolar,2008.48,2556.24,2282.36,1828.6
2026-05-25,Tomato,Kolar,1849.76,2354.24,2102.0,2400.6
2026-05-26,Tomato,Kolar,1737.69,2211.61,1974.65,2815.8
2026-05-27,Tomato,Kolar,1532.77,1950.79,1741.78,2088.2
2026-05-28,Tomato,Kolar,1645.86,2094.74,1870.3,2158.5
2026-05-29,Tomato,Kolar,1509.82,1921.6,1715.71,1188.2
2026-05-30,Tomato,Kolar,1396.99,1777.99,1587.49,3253.1
2026-05-31,Tomato,Kolar,1361.27,1732.53,1546.9,1855.6
2026-06-01,Tomato,Kolar,1383.29,1760.55,1571.92,2789.6
2026-06-02,Tomato,Kolar,1282.91,1632.79,1457.85,1503.6
2026-06-03,Tomato,Kolar,1231.92,1567.9,1399.91,2150.3
2026-06-04,Tomato,Kolar,1092.42,1390.36,1241.39,1428.2
2026-06-05,Tomato,Kolar,1148.3,1461.48,1304.89,745.8
2026-06-06,Tomato,Kolar,1225.09,1559.21,1392.15,3238.0
2026-06-07,Tomato,Kolar,1192.87,1518.19,1355.53,2863.8
2026-06-08,Tomato,Kolar,1177.88,1499.12,1338.5,1564.5
2026-06-09,Tomato,Kolar,1198.99,1525.99,1362.49,1559.3
2026-06-10,Tomato,Kolar,1310.14,1667.46,1488.8,2658.1
2026-06-11,Tomato,Kolar,1382.82,1759.96,1571.39,1272.5
2026-06-12,Tomato,Kolar,1319.78,1679.72,1499.75,3089.0
2026-06-13,Tomato,Kolar,1196.48,1522.8,1359.64,1544.6
2026-06-14,Tomato,Kolar,1312.44,1670.38,1491.41,1669.8
2026-06-15,Tomato,Kolar,1382.34,1759.34,1570.84,1751.5
2026-06-16,Tomato,Kolar,1451.53,1847.41,1649.47,3091.1
2026-06-17,Tomato,Kolar,1472.64,1874.26,1673.45,2290.0
2026-06-18,Tomato,Kolar,1394.46,1774.76,1584.61,2773.4
2026-06-19,Tomato,Kolar,1293.76,1646.6,1470.18,3164.9
2026-06-20,Tomato,Kolar,1316.33,1675.33,1495.83,977.0
2026-06-21,Tomato,Kolar,1359.62,1730.42,1545.02,2989.7
2026-06-22,Tomato,Kolar,1263.55,1608.15,1435.85,2505.2
2026-06-23,Tomato,Kolar,1201.63,1529.35,1365.49,438.8
2026-06-24,Tomato,Kolar,1155.54,1470.68,1313.11,688.6
2026-06-25,Tomato,Kolar,1237.67,1575.21,1406.44,3302.8
2026-06-26,Tomato,Kolar,1185.85,1509.27,1347.56,976.7
2026-06-27,Tomato,Kolar,1206.4,1535.42,1370.91,3142.8
2026-06-28,Tomato,Kolar,1174.51,1494.83,1334.67,2774.6
2026-06-29,Tomato,Kolar,1120.4,1425.96,1273.18,3129.3
2026-06-30,Tomato,Kolar,1232.75,1568.95,1400.85,2277.1
2026-07-01,Tomato,Kolar,1049.42,1335.62,1192.52,1417.0
2026-07-02,Tomato,Kolar,1018.16,1295.84,1157.0,3009.1
2026-07-03,Tomato,Kolar,992.48,1263.16,1127.82,1675.1
2026-07-04,Tomato,Kolar,1029.05,1309.69,1169.37,1290.0
2026-07-05,Tomato,Kolar,967.08,1230.84,1098.96,3282.8
2026-07-06,Tomato,Kolar,989.06,1258.8,1123.93,1359.5
2026-07-07,Tomato,Kolar,1044.23,1329.01,1186.62,2957.7
2026-07-08,Tomato,Kolar,1010.47,1286.05,1148.26,1681.8
2026-07-09,Tomato,Kolar,972.22,1237.36,1104.79,1169.7
2026-07-10,Tomato,Kolar,1055.43,1343.27,1199.35,3268.2
2026-07-11,Tomato,Kolar,1177.82,1499.04,1338.43,2254.3
2026-07-12,Tomato,Kolar,1243.37,1582.47,1412.92,2716.5
2026-07-13,Tomato,Kolar,1252.29,1593.83,1423.06,1587.5
2026-07-14,Tomato,Kolar,1291.89,1644.23,1468.06,1470.5
2026-07-15,Tomato,Kolar,1340.32,1705.86,1523.09,1320.3
2026-07-16,Tomato,Kolar,1388.02,1766.58,1577.3,494.4
2026-07-17,Tomato,Kolar,1295.91,1649.33,1472.62,3082.6
2026-07-18,Tomato,Kolar,1358.58,1729.1,1543.84,3214.4
2026-07-19,Tomato,Kolar,1353.87,1723.11,1538.49,1492.5
2026-07-20,Tomato,Kolar,1250.39,1591.41,1420.9,2019.8
2026-07-21,Tomato,Kolar,1324.76,1686.06,1505.41,974.3
2026-07-22,Tomato,Kolar,1352.93,1721.91,1537.42,1876.7
2026-07-23,Tomato,Kolar,1383.12,1760.34,1571.73,1309.8
2026-07-24,Tomato,Kolar,1379.4,1755.6,1567.5,2936.5
2026-07-25,Tomato,Kolar,1341.76,1707.7,1524.73,2908.0
2026-07-26,Tomato,Kolar,1404.74,1787.84,1596.29,748.3
2026-07-27,Tomato,Kolar,1469.03,1869.67,1669.35,1661.6
2026-07-28,Tomato,Kolar,1458.64,1856.44,1657.54,3428.9
2026-07-29,Tomato,Kolar,1446.46,1840.94,1643.7,1781.9
2026-07-30,Tomato,Kolar,1389.12,1767.98,1578.55,2134.9
2026-07-31,Tomato,Kolar,1487.54,1893.24,1690.39,3119.8
2026-08-01,Tomato,Kolar,1458.72,1856.56,1657.64,1696.0
2026-08-02,Tomato,Kolar,1346.9,1714.24,1530.57,1554.1
2026-08-03,Tomato,Kolar,1270.17,1616.59,1443.38,3074.8
2026-08-04,Tomato,Kolar,1404.21,1787.17,1595.69,2963.5
2026-08-05,Tomato,Kolar,1473.64,1875.54,1674.59,1149.4
2026-08-06,Tomato,Kolar,1467.24,1867.4,1667.32,2249.7
2026-08-07,Tomato,Kolar,1624.87,2068.01,1846.44,595.4
2026-08-08,Tomato,Kolar,1464.51,1863.93,1664.22,430.1
2026-08-09,Tomato,Kolar,1466.02,1865.84,1665.93,2715.1
2026-08-10,Tomato,Kolar,1440.57,1833.45,1637.01,470.3
2026-08-11,Tomato,Kolar,1416.49,1802.81,1609.65,1048.8
2026-08-12,Tomato,Kolar,1456.91,1854.25,1655.58,2110.2
2026-08-13,Tomato,Kolar,1327.56,1689.62,1508.59,1035.7
2026-08-14,Tomato,Kolar,1274.93,1622.63,1448.78,752.3
2026-08-15,Tomato,Kolar,1383.04,1760.24,1571.64,1394.0
2026-08-16,Tomato,Kolar,1488.62,1894.6,1691.61,1577.5
2026-08-17,Tomato,Kolar,1404.26,1787.24,1595.75,1385.0
2026-08-18,Tomato,Kolar,1490.45,1896.93,1693.69,3098.3
2026-08-19,Tomato,Kolar,1251.42,1592.72,1422.07,1432.7
2026-08-20,Tomato,Kolar,1271.69,1618.51,1445.1,2936.6
2026-08-21,Tomato,Kolar,1406.02,1789.48,1597.75,973.5
2026-08-22,Tomato,Kolar,1351.38,1719.94,1535.66,3210.2
2026-08-23,Tomato,Kolar,1384.72,1762.38,1573.55,499.2
2026-08-24,Tomato,Kolar,1402.36,1784.82,1593.59,1853.6
2023-01-01,Tomato,Madanapalle,2008.82,2556.68,2282.75,2329.0
2023-01-02,Tomato,Madanapalle,2006.57,2553.81,2280.19,2241.4
2023-01-03,Tomato,Madanapalle,1897.45,2414.93,2156.19,1170.9
2023-01-04,Tomato,Madanapalle,2030.83,2584.69,2307.76,2802.7
2023-01-05,Tomato,Madanapalle,1995.0,2539.08,2267.04,2293.5
2023-01-06,Tomato,Madanapalle,1961.26,2496.16,2228.71,842.7
2023-01-07,Tomato,Madanapalle,2071.93,2637.01,2354.47,2547.6
2023-01-08,Tomato,Madanapalle,2093.77,2664.79,2379.28,1758.9
2023-01-09,Tomato,Madanapalle,2209.76,2812.42,2511.09,1964.6
2023-01-10,Tomato,Madanapalle,2029.05,2582.43,2305.74,2631.5
2023-01-11,Tomato,Madanapalle,2016.7,2566.72,2291.71,2191.7
2023-01-12,Tomato,Madanapalle,2063.03,2625.67,2344.35,2408.2
2023-01-13,Tomato,Madanapalle,2093.62,2664.6,2379.11,1873.0
2023-01-14,Tomato,Madanapalle,2145.75,2730.95,2438.35,1954.7
2023-01-15,Tomato,Madanapalle,2368.89,3014.95,2691.92,3261.9
2023-01-16,Tomato,Madanapalle,2305.76,2934.6,2620.18,2348.7
2023-01-17,Tomato,Madanapalle,2225.77,2832.79,2529.28,1117.3
2023-01-18,Tomato,Madanapalle,2306.0,2934.92,2620.46,1833.0
2023-01-19,Tomato,Madanapalle,2218.02,2822.94,2520.48,3030.2
2023-01-20,Tomato,Madanapalle,2194.54,2793.04,2493.79,2039.9
2023-01-21,Tomato,Madanapalle,1981.9,2522.42,2252.16,2965.2
2023-01-22,Tomato,Madanapalle,2008.78,2556.62,2282.7,2063.1
2023-01-23,Tomato,Madanapalle,2222.88,2829.12,2526.0,2175.6
2023-01-24,Tomato,Madanapalle,1964.25,2499.95,2232.1,2968.1
2023-01-25,Tomato,Madanapalle,1918.94,2442.28,2180.61,2350.2
2023-01-26,Tomato,Madanapalle,1962.11,2497.23,2229.67,3400.6
2023-01-27,Tomato,Madanapalle,1839.02,2340.58,2089.8,3333.0
2023-01-28,Tomato,Madanapalle,1992.44,2535.84,2264.14,1854.9
2023-01-29,Tomato,Madanapalle,2045.81,2603.75,2324.78,2667.6
2023-01-30,Tomato,Madanapalle,1997.34,2542.06,2269.7,2265.3
2023-01-31,Tomato,Madanapalle,1894.65,2411.37,2153.01,1888.4
2023-02-01,Tomato,Madanapalle,1959.19,2493.51,2226.35,1623.6
2023-02-02,Tomato,Madanapalle,1955.03,2488.21,2221.62,1705.2
2023-02-03,Tomato,Madanapalle,1900.08,2418.28,2159.18,3066.3
2023-02-04,Tomato,Madanapalle,1832.25,2331.95,2082.1,2986.5
2023-02-05,Tomato,Madanapalle,1858.08,2364.82,2111.45,1135.6
2023-02-06,Tomato,Madanapalle,1930.76,2457.34,2194.05,1353.5
2023-02-07,Tomato,Madanapalle,1878.24,2390.48,2134.36,630.3
2023-02-08,Tomato,Madanapalle,1773.32,2256.96,2015.14,3499.1
2023-02-09,Tomato,Madanapalle,1854.58,2360.38,2107.48,2644.3
2023-02-10,Tomato,Madanapalle,1706.25,2171.59,1938.92,3088.2
2023-02-11,Tomato,Madanapalle,1817.11,2312.69,2064.9,420.3
2023-02-12,Tomato,Madanapalle,1881.74,2394.94,2138.34,2399.2
2023-02-13,Tomato,Madanapalle,1809.61,2303.15,2056.38,3027.7
2023-02-14,Tomato,Madanapalle,1972.27,2510.17,2241.22,1329.3
2023-02-15,Tomato,Madanapalle,1829.27,2328.17,2078.72,1684.9
2023-02-16,Tomato,Madanapalle,1818.55,2314.51,2066.53,420.1
2023-02-17,Tomato,Madanapalle,1751.03,2228.59,1989.81,416.8
2023-02-18,Tomato,Madanapalle,1654.92,2106.26,1880.59,1198.5
2023-02-19,Tomato,Madanapalle,1546.73,1968.57,1757.65,2030.1
2023-02-20,Tomato,Madanapalle,1665.95,2120.29,1893.12,843.3
2023-02-21,Tomato,Madanapalle,1650.64,2100.82,1875.73,1416.3
2023-02-22,Tomato,Madanapalle,1632.96,2078.32,1855.64,2220.2
2023-02-23,Tomato,Madanapalle,1680.69,2139.07,1909.88,2684.2
2023-02-24,Tomato,Madanapalle,1593.94,2028.64,1811.29,1735.4
2023-02-25,Tomato,Madanapalle,1622.33,2064.79,1843.56,3094.3
2023-02-26,Tomato,Madanapalle,1687.21,2147.35,1917.28,952.0
2023-02-27,Tomato,Madanapalle,1682.84,2141.8,1912.32,1938.5
2023-02-28,Tomato,Madanapalle,1769.54,2252.14,2010.84,2251.5
2023-03-01,Tomato,Madanapalle,1751.09,2228.65,1989.87,1203.1
2023-03-02,Tomato,Madanapalle,1651.31,2101.67,1876.49,2635.5
2023-03-03,Tomato,Madanapalle,1692.84,2154.52,1923.68,1781.6
2023-03-04,Tomato,Madanapalle,1661.7,2114.9,1888.3,3086.8
2023-03-05,Tomato,Madanapalle,1615.17,2055.67,1835.42,1495.9
2023-03-06,Tomato,Madanapalle,1498.66,1907.38,1703.02,625.9
2023-03-07,Tomato,Madanapalle,1680.14,2138.36,1909.25,1905.2
2023-03-08,Tomato,Madanapalle,1481.02,1884.94,1682.98,612.2
2023-03-09,Tomato,Madanapalle,1464.47,1863.87,1664.17,680.0
2023-03-10,Tomato,Madanapalle,1396.39,1777.23,1586.81,678.5
2023-03-11,Tomato,Madanapalle,1421.6,1809.32,1615.46,3267.5
2023-03-12,Tomato,Madanapalle,1464.67,1864.13,1664.4,2158.0
2023-03-13,Tomato,Madanapalle,1367.11,1739.95,1553.53,3469.6
2023-03-14,Tomato,Madanapalle,1390.14,1769.26,1579.7,560.8
2023-03-15,Tomato,Madanapalle,1367.09,1739.93,1553.51,602.2
2023-03-16,Tomato,Madanapalle,1432.03,1822.59,1627.31,434.1
2023-03-17,Tomato,Madanapalle,1342.01,1708.01,1525.01,2989.7
2023-03-18,Tomato,Madanapalle,1308.89,1665.87,1487.38,3127.4
2023-03-19,Tomato,Madanapalle,1229.69,1565.05,1397.37,2473.9
2023-03-20,Tomato,Madanapalle,1130.64,1439.0,1284.82,788.6
2023-03-21,Tomato,Madanapalle,1180.92,1503.0,1341.96,741.6
2023-03-22,Tomato,Madanapalle,1299.93,1654.45,1477.19,2059.5
2023-03-23,Tomato,Madanapalle,1416.08,1802.28,1609.18,2115.4
2023-03-24,Tomato,Madanapalle,1439.92,1832.62,1636.27,2257.6
2023-03-25,Tomato,Madanapalle,1212.01,1542.55,1377.28,875.5
2023-03-26,Tomato,Madanapalle,1122.11,1428.15,1275.13,3475.4
2023-03-27,Tomato,Madanapalle,1129.65,1437.73,1283.69,967.0
2023-03-28,Tomato,Madanapalle,1156.04,1471.32,1313.68,1712.6
2023-03-29,Tomato,Madanapalle,1164.77,1482.43,1323.6,630.1
2023-03-30,Tomato,Madanapalle,1192.11,1517.23,1354.67,452.1
2023-03-31,Tomato,Madanapalle,1256.84,1599.62,1428.23,1547.3
2023-04-01,Tomato,Madanapalle,1182.57,1505.09,1343.83,1379.4
2023-04-02,Tomato,Madanapalle,1212.21,1542.81,1377.51,2764.5
2023-04-03,Tomato,Madanapalle,1196.01,1522.19,1359.1,2721.0
2023-04-04,Tomato,Madanapalle,1117.84,1422.7,1270.27,1394.7
2023-04-05,Tomato,Madanapalle,1229.87,1565.29,1397.58,3147.0
2023-04-06,Tomato,Madanapalle,1338.38,1703.4,1520.89,643.1
2023-04-07,Tomato,Madanapalle,1295.97,1649.41,1472.69,614.2
2023-04-08,Tomato,Madanapalle,1353.28,1722.36,1537.82,2508.8
2023-04-09,Tomato,Madanapalle,1427.06,1816.26,1621.66,2825.7
2023-04-10,Tomato,Madanapalle,1386.4,1764.52,1575.46,2895.8
2023-04-11,Tomato,Madanapalle,1375.28,1750.36,1562.82,1006.6
2023-04-12,Tomato,Madanapalle,1427.36,1816.64,1622.0,2329.4
2023-04-13,Tomato,Madanapalle,1444.97,1839.05,1642.01,1910.7
2023-04-14,Tomato,Madanapalle,1474.25,1876.31,1675.28,2600.9
2023-04-15,Tomato,Madanapalle,1502.86,1912.72,1707.79,3414.4
2023-04-16,Tomato,Madanapalle,1602.43,2039.45,1820.94,2174.9
2023-04-17,Tomato,Madanapalle,1611.87,2051.47,1831.67,3188.3
2023-04-18,Tomato,Madanapalle,1690.49,2151.53,1921.01,2696.2
2023-04-19,Tomato,Madanapalle,1574.1,2003.4,1788.75,2800.9
2023-04-20,Tomato,Madanapalle,1564.83,1991.61,1778.22,3125.4
2023-04-21,Tomato,Madanapalle,1672.69,2128.87,1900.78,1061.6
2023-04-22,Tomato,Madanapalle,1643.95,2092.29,1868.12,1588.0
2023-04-23,Tomato,Madanapalle,1448.49,1843.53,1646.01,2389.2
2023-04-24,Tomato,Madanapalle,1543.72,1964.74,1754.23,937.0
2023-04-25,Tomato,Madanapalle,1561.72,1987.64,1774.68,1403.9
2023-04-26,Tomato,Madanapalle,1456.38,1853.58,1654.98,616.1
2023-04-27,Tomato,Madanapalle,1499.88,1908.94,1704.41,1998.9
2023-04-28,Tomato,Madanapalle,1488.17,1894.03,1691.1,2612.7
2023-04-29,Tomato,Madanapalle,1620.62,2062.6,1841.61,2265.6
2023-04-30,Tomato,Madanapalle,1575.33,2004.97,1790.15,775.6
2023-05-01,Tomato,Madanapalle,1630.25,2074.87,1852.56,1660.0
2023-05-02,Tomato,Madanapalle,1604.9,2042.6,1823.75,753.1
2023-05-03,Tomato,Madanapalle,1634.48,2080.24,1857.36,999.4
2023-05-04,Tomato,Madanapalle,1749.38,2226.48,1987.93,2698.2
2023-05-05,Tomato,Madanapalle,1548.04,1970.24,1759.14,927.5
2023-05-06,Tomato,Madanapalle,1653.67,2104.67,1879.17,1214.4
2023-05-07,Tomato,Madanapalle,1588.97,2022.33,1805.65,3090.0
2023-05-08,Tomato,Madanapalle,1589.02,2022.4,1805.71,2379.2
2023-05-09,Tomato,Madanapalle,1758.47,2238.05,1998.26,1836.8
2023-05-10,Tomato,Madanapalle,1747.62,2224.24,1985.93,1641.2
2023-05-11,Tomato,Madanapalle,1672.69,2128.87,1900.78,2673.4
2023-05-12,Tomato,Madanapalle,1708.72,2174.74,1941.73,617.8
2023-05-13,Tomato,Madanapalle,1761.31,2241.67,2001.49,1709.1
2023-05-14,Tomato,Madanapalle,1743.71,2219.27,1981.49,909.5
2023-05-15,Tomato,Madanapalle,1758.5,2238.08,1998.29,815.9
2023-05-16,Tomato,Madanapalle,1768.1,2250.3,2009.2,1303.0
2023-05-17,Tomato,Madanapalle,1610.1,2049.22,1829.66,2923.0
2023-05-18,Tomato,Madanapalle,1456.48,1853.7,1655.09,2621.5
2023-05-19,Tomato,Madanapalle,1361.24,1732.48,1546.86,2897.8
2023-05-20,Tomato,Madanapalle,1313.95,1672.29,1493.12,1437.1
2023-05-21,Tomato,Madanapalle,1215.66,1547.2,1381.43,3240.6
2023-05-22,Tomato,Madanapalle,1115.7,1419.98,1267.84,3266.9
2023-05-23,Tomato,Madanapalle,1132.72,1441.64,1287.18,2731.7
2023-05-24,Tomato,Madanapalle,1236.0,1573.08,1404.54,2724.7
2023-05-25,Tomato,Madanapalle,1324.17,1685.31,1504.74,1429.6
2023-05-26,Tomato,Madanapalle,1275.11,1622.87,1448.99,2042.2
2023-05-27,Tomato,Madanapalle,1280.47,1629.69,1455.08,2321.7
2023-05-28,Tomato,Madanapalle,1333.54,1697.24,1515.39,1241.4
2023-05-29,Tomato,Madanapalle,1196.68,1523.04,1359.86,2845.7
2023-05-30,Tomato,Madanapalle,1133.93,1443.19,1288.56,2379.4
2023-05-31,Tomato,Madanapalle,1036.18,1318.78,1177.48,2031.2
2023-06-01,Tomato,Madanapalle,951.32,1210.78,1081.05,2725.5
2023-06-02,Tomato,Madanapalle,899.11,1144.33,1021.72,3362.6
2023-06-03,Tomato,Madanapalle,995.49,1266.99,1131.24,2446.2
2023-06-04,Tomato,Madanapalle,976.48,1242.8,1109.64,2407.3
2023-06-05,Tomato,Madanapalle,971.3,1236.2,1103.75,777.7
2023-06-06,Tomato,Madanapalle,970.09,1234.65,1102.37,1612.2
2023-06-07,Tomato,Madanapalle,880.56,1120.72,1000.64,3054.9
2023-06-08,Tomato,Madanapalle,959.82,1221.6,1090.71,2331.4
2023-06-09,Tomato,Madanapalle,963.71,1226.55,1095.13,505.7
2023-06-10,Tomato,Madanapalle,820.0,1043.64,931.82,2838.8
2023-06-11,Tomato,Madanapalle,849.73,1081.47,965.6,1858.3
2023-06-12,Tomato,Madanapalle,899.09,1144.29,1021.69,2054.7
2023-06-13,Tomato,Madanapalle,847.44,1078.56,963.0,2296.9
2023-06-14,Tomato,Madanapalle,833.21,1060.45,946.83,3357.4
2023-06-15,Tomato,Madanapalle,808.39,1028.85,918.62,1792.3
2023-06-16,Tomato,Madanapalle,874.08,1112.46,993.27,2293.5
2023-06-17,Tomato,Madanapalle,838.43,1067.09,952.76,3069.0
2023-06-18,Tomato,Madanapalle,848.65,1080.11,964.38,674.1
2023-06-19,Tomato,Madanapalle,907.72,1155.28,1031.5,596.2
2023-06-20,Tomato,Madanapalle,948.25,1206.87,1077.56,888.7
2023-06-21,Tomato,Madanapalle,892.51,1135.93,1014.22,2645.9
2023-06-22,Tomato,Madanapalle,860.36,1095.0,977.68,563.0
2023-06-23,Tomato,Madanapalle,870.49,1107.89,989.19,1203.7
2023-06-24,Tomato,Madanapalle,938.32,1194.22,1066.27,960.2
2023-06-25,Tomato,Madanapalle,892.47,1135.87,1014.17,3031.7
2023-06-26,Tomato,Madanapalle,843.56,1073.62,958.59,1581.7
2023-06-27,Tomato,Madanapalle,834.21,1061.73,947.97,3003.2
2023-06-28,Tomato,Madanapalle,752.04,957.14,854.59,2906.0
2023-06-29,Tomato,Madanapalle,746.28,949.8,848.04,2621.9
2023-06-30,Tomato,Madanapalle,715.22,910.28,812.75,2972.1
2023-07-01,Tomato,Madanapalle,771.53,981.95,876.74,1324.8
2023-07-02,Tomato,Madanapalle,809.05,1029.69,919.37,3262.9
2023-07-03,Tomato,Madanapalle,831.16,1057.84,944.5,2097.2
2023-07-04,Tomato,Madanapalle,818.21,1041.35,929.78,2212.9
2023-07-05,Tomato,Madanapalle,874.12,1112.52,993.32,2205.4
2023-07-06,Tomato,Madanapalle,908.73,1156.57,1032.65,3357.3
2023-07-07,Tomato,Madanapalle,882.61,1123.33,1002.97,729.3
2023-07-08,Tomato,Madanapalle,857.28,1091.08,974.18,2337.9
2023-07-09,Tomato,Madanapalle,911.93,1160.63,1036.28,2491.1
2023-07-10,Tomato,Madanapalle,889.6,1132.22,1010.91,787.1
2023-07-11,Tomato,Madanapalle,964.55,1227.61,1096.08,1443.1
2023-07-12,Tomato,Madanapalle,1011.6,1287.5,1149.55,1014.6
2023-07-13,Tomato,Madanapalle,1051.25,1337.95,1194.6,607.8
2023-07-14,Tomato,Madanapalle,1022.45,1301.31,1161.88,3151.1
2023-07-15,Tomato,Madanapalle,992.38,1263.02,1127.7,2668.4
2023-07-16,Tomato,Madanapalle,1088.45,1385.31,1236.88,2042.4
2023-07-17,Tomato,Madanapalle,1085.43,1381.45,1233.44,706.8
2023-07-18,Tomato,Madanapalle,1041.76,1325.88,1183.82,770.0
2023-07-19,Tomato,Madanapalle,1104.65,1405.91,1255.28,1550.9
2023-07-20,Tomato,Madanapalle,1108.32,1410.58,1259.45,2475.5
2023-07-21,Tomato,Madanapalle,1045.7,1330.88,1188.29,1936.9
2023-07-22,Tomato,Madanapalle,1004.66,1278.66,1141.66,1406.0
2023-07-23,Tomato,Madanapalle,994.51,1265.73,1130.12,782.3
2023-07-24,Tomato,Madanapalle,1100.2,1400.26,1250.23,2795.0
2023-07-25,Tomato,Madanapalle,1058.6,1347.32,1202.96,3038.4
2023-07-26,Tomato,Madanapalle,1072.07,1364.45,1218.26,1192.4
2023-07-27,Tomato,Madanapalle,1006.79,1281.37,1144.08,1061.2
2023-07-28,Tomato,Madanapalle,977.72,1244.38,1111.05,468.5
2023-07-29,Tomato,Madanapalle,948.46,1207.12,1077.79,2122.5
2023-07-30,Tomato,Madanapalle,1016.46,1293.68,1155.07,3012.4
2023-07-31,Tomato,Madanapalle,1021.79,1300.47,1161.13,990.6
2023-08-01,Tomato,Madanapalle,1001.02,1274.02,1137.52,2636.0
2023-08-02,Tomato,Madanapalle,1022.25,1301.05,1161.65,2057.4
2023-08-03,Tomato,Madanapalle,1012.13,1288.17,1150.15,2228.8
2023-08-04,Tomato,Madanapalle,1027.1,1307.22,1167.16,1546.5
2023-08-05,Tomato,Madanapalle,1031.32,1312.6,1171.96,2670.6
2023-08-06,Tomato,Madanapalle,1044.01,1328.75,1186.38,986.2
2023-08-07,Tomato,Madanapalle,1021.35,1299.89,1160.62,2040.4
2023-08-08,Tomato,Madanapalle,911.93,1160.63,1036.28,1842.0
2023-08-09,Tomato,Madanapalle,987.73,1257.11,1122.42,1452.4
2023-08-10,Tomato,Madanapalle,917.74,1168.04,1042.89,1946.7
2023-08-11,Tomato,Madanapalle,912.03,1160.77,1036.4,971.7
2023-08-12,Tomato,Madanapalle,922.09,1173.57,1047.83,722.2
2023-08-13,Tomato,Madanapalle,932.02,1186.2,1059.11,2934.6
2023-08-14,Tomato,Madanapalle,915.3,1164.92,1040.11,2730.6
2023-08-15,Tomato,Madanapalle,941.64,1198.46,1070.05,1915.2
2023-08-16,Tomato,Madanapalle,855.76,1089.14,972.45,2591.3
2023-08-17,Tomato,Madanapalle,847.86,1079.1,963.48,2668.4
2023-08-18,Tomato,Madanapalle,958.16,1219.48,1088.82,427.7
2023-08-19,Tomato,Madanapalle,890.68,1133.6,1012.14,1414.2
2023-08-20,Tomato,Madanapalle,967.01,1230.73,1098.87,3437.6
2023-08-21,Tomato,Madanapalle,984.08,1252.46,1118.27,1191.8
2023-08-22,Tomato,Madanapalle,978.25,1245.05,1111.65,495.5
2023-08-23,Tomato,Madanapalle,943.96,1201.4,1072.68,1110.2
2023-08-24,Tomato,Madanapalle,1050.19,1336.61,1193.4,2241.6
2023-08-25,Tomato,Madanapalle,1082.33,1377.51,1229.92,1108.7
2023-08-26,Tomato,Madanapalle,1042.15,1326.37,1184.26,2534.0
2023-08-27,Tomato,Madanapalle,1108.89,1411.31,1260.1,1877.0
2023-08-28,Tomato,Madanapalle,1159.81,1476.13,1317.97,3074.8
2023-08-29,Tomato,Madanapalle,1190.28,1514.9,1352.59,3376.0
2023-08-30,Tomato,Madanapalle,1166.82,1485.04,1325.93,1914.2
